,Unnamed: 0,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread
185,375,AMD Athlon X4 760K Quad Core,"2,939",2174,193.33,$15.20,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+760K+Quad+Core&id=1997,"19,830 MOps/Sec","5,235 MOps/Sec",11 Million Primes/Sec,"6,312 Thousand Strings/Sec",873.9 MBytes/Sec,"50,563 KBytes/Sec",259 Frames/Sec,"1,243 Million Matrices/Sec","1,524 MOps/Sec"
186,376,AMD Athlon X4 830,"2,901",2191,14.34,$202.32*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+830&id=3190,NA,NA,NA,NA,NA,NA,NA,NA,"1,292 MOps/Sec"
187,377,AMD Athlon X4 840,"3,310",2017,26.49,$124.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+840&id=2463,"19,694 MOps/Sec","5,417 MOps/Sec",13 Million Primes/Sec,"6,515 Thousand Strings/Sec",919.4 MBytes/Sec,"56,069 KBytes/Sec",230 Frames/Sec,"2,037 Million Matrices/Sec","1,487 MOps/Sec"
188,378,AMD Athlon X4 845,"3,803",1856,107.31,$35.44,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+845&id=2721,"20,455 MOps/Sec","6,282 MOps/Sec",12 Million Primes/Sec,"6,861 Thousand Strings/Sec","1,233 MBytes/Sec","64,520 KBytes/Sec",263 Frames/Sec,"2,176 Million Matrices/Sec","1,680 MOps/Sec"
189,380,AMD Athlon X4 860K,"3,415",1968,166.59,$20.50,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+860K&id=2362,"20,063 MOps/Sec","5,573 MOps/Sec",13 Million Primes/Sec,"6,695 Thousand Strings/Sec",948.8 MBytes/Sec,"57,265 KBytes/Sec",242 Frames/Sec,"2,115 Million Matrices/Sec","1,526 MOps/Sec"
190,381,AMD Athlon X4 870K,"3,385",1983,98.97,$34.20,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+870K&id=2724,"19,921 MOps/Sec","5,589 MOps/Sec",12 Million Primes/Sec,"6,481 Thousand Strings/Sec",936.9 MBytes/Sec,"56,720 KBytes/Sec",237 Frames/Sec,"2,130 Million Matrices/Sec","1,553 MOps/Sec"
191,382,AMD Athlon X4 880K,"3,635",1907,38.42,$94.61,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+880K&id=2747,"21,248 MOps/Sec","5,889 MOps/Sec",13 Million Primes/Sec,"7,204 Thousand Strings/Sec","1,003.7 MBytes/Sec","62,537 KBytes/Sec",256 Frames/Sec,"2,272 Million Matrices/Sec","1,625 MOps/Sec"
192,383,AMD Athlon X4 950,"3,580",1920,137.73,$25.99,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+X4+950&id=3078,"19,247 MOps/Sec","5,946 MOps/Sec",11 Million Primes/Sec,"6,517 Thousand Strings/Sec","1,129 MBytes/Sec","60,928 KBytes/Sec",241 Frames/Sec,"2,104 Million Matrices/Sec","1,639 MOps/Sec"
193,387,AMD Athlon XP 1700+,176,4358,3.44,$51.25*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+1700%2B&id=49,NA,NA,NA,NA,NA,NA,NA,NA,272 MOps/Sec
194,388,AMD Athlon XP 1800+,195,4325,3.83,$50.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+1800%2B&id=221,NA,NA,NA,NA,NA,NA,NA,NA,301 MOps/Sec
195,389,AMD Athlon XP 1900+,203,4311,4.44,$45.80*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+1900%2B&id=222,NA,NA,NA,NA,NA,NA,NA,NA,312 MOps/Sec
196,390,AMD Athlon XP 2000+,195,4326,3.31,$58.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2000%2B&id=223,NA,NA,NA,NA,NA,NA,NA,NA,311 MOps/Sec
197,391,AMD Athlon XP 2100+,210,4299,3.30,$63.75*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2100%2B&id=224,NA,NA,NA,NA,NA,NA,NA,NA,327 MOps/Sec
198,392,AMD Athlon XP 2200+,214,4297,2.52,$84.95*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2200%2B&id=225,NA,NA,NA,NA,NA,NA,NA,NA,335 MOps/Sec
199,393,AMD Athlon XP 2400+,234,4272,2.93,$79.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2400%2B&id=226,NA,NA,NA,NA,NA,NA,NA,NA,375 MOps/Sec
200,395,AMD Athlon XP 2600+,242,4254,10.52,$23.03*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2600%2B&id=228,NA,NA,NA,NA,NA,NA,NA,NA,380 MOps/Sec
201,396,AMD Athlon XP 2700+,256,4233,3.02,$84.79*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+2700%2B&id=229,NA,NA,NA,NA,NA,NA,NA,NA,398 MOps/Sec
202,399,AMD Athlon XP 3000+,262,4229,3.29,$79.70*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+Athlon+XP+3000%2B&id=231,NA,NA,NA,NA,NA,NA,NA,NA,396 MOps/Sec
203,429,AMD E2-3000M APU,674,3758,15.67,$42.98*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+E2-3000M+APU&id=252,"1,676 MOps/Sec","1,553 MOps/Sec",4 Million Primes/Sec,"1,974 Thousand Strings/Sec",166.8 MBytes/Sec,"15,542 KBytes/Sec",86 Frames/Sec,337 Million Matrices/Sec,736 MOps/Sec
204,430,AMD E2-3200 APU,953,3451,119.23,$7.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+E2-3200+APU&id=253,"2,690 MOps/Sec","2,155 MOps/Sec",5 Million Primes/Sec,"2,602 Thousand Strings/Sec",258.3 MBytes/Sec,"21,115 KBytes/Sec",107 Frames/Sec,490 Million Matrices/Sec,964 MOps/Sec
205,450,AMD EPYC 3251,"13,862",733,44.01,$315.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+3251&id=3583,"48,981 MOps/Sec","25,802 MOps/Sec",37 Million Primes/Sec,"23,172 Thousand Strings/Sec","14,110 MBytes/Sec","196,463 KBytes/Sec",805 Frames/Sec,"6,987 Million Matrices/Sec","1,881 MOps/Sec"
206,452,AMD EPYC 7232P,"17,017",589,38.89,$437.59,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7232P&id=3718,"49,307 MOps/Sec","28,788 MOps/Sec",91 Million Primes/Sec,"24,606 Thousand Strings/Sec","14,398 MBytes/Sec","232,543 KBytes/Sec","1,224 Frames/Sec","15,546 Million Matrices/Sec","1,549 MOps/Sec"
207,453,AMD EPYC 7251,"14,935",676,40.15,$372.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7251&id=3196,"47,632 MOps/Sec","24,731 MOps/Sec",58 Million Primes/Sec,"24,665 Thousand Strings/Sec","14,300 MBytes/Sec","202,333 KBytes/Sec","1,213 Frames/Sec","7,537 Million Matrices/Sec","1,671 MOps/Sec"
208,454,AMD EPYC 7252,"19,411",496,50.83,$381.92,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7252&id=4366,"52,270 MOps/Sec","31,473 MOps/Sec",147 Million Primes/Sec,"29,818 Thousand Strings/Sec","16,402 MBytes/Sec","231,648 KBytes/Sec","2,101 Frames/Sec","14,807 Million Matrices/Sec","2,028 MOps/Sec"
209,455,AMD EPYC 7262,"20,795",447,42.69,$487.10,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7262&id=3636,"54,539 MOps/Sec","32,051 MOps/Sec",138 Million Primes/Sec,"28,077 Thousand Strings/Sec","16,019 MBytes/Sec","250,725 KBytes/Sec","2,656 Frames/Sec","16,295 Million Matrices/Sec","2,036 MOps/Sec"
210,456,AMD EPYC 7272,"25,568",306,42.68,$599.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7272&id=3731,"76,351 MOps/Sec","44,801 MOps/Sec",175 Million Primes/Sec,"38,958 Thousand Strings/Sec","22,287 MBytes/Sec","351,895 KBytes/Sec","1,960 Frames/Sec","22,876 Million Matrices/Sec","1,948 MOps/Sec"
211,457,AMD EPYC 7281,"21,981",405,21.98,$999.99*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7281&id=3130,"89,347 MOps/Sec","46,386 MOps/Sec",53 Million Primes/Sec,"41,828 Thousand Strings/Sec","26,580 MBytes/Sec","371,894 KBytes/Sec","1,004 Frames/Sec","14,070 Million Matrices/Sec","1,636 MOps/Sec"
212,458,AMD EPYC 7282,"29,496",226,59.59,$495.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7282&id=3625,"98,216 MOps/Sec","58,092 MOps/Sec",150 Million Primes/Sec,"49,625 Thousand Strings/Sec","29,532 MBytes/Sec","443,579 KBytes/Sec","2,063 Frames/Sec","27,565 Million Matrices/Sec","1,829 MOps/Sec"
213,459,AMD EPYC 72F3,"27,252",270,10.24,"$2,660.10",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+72F3&id=4641,"85,882 MOps/Sec","47,987 MOps/Sec",167 Million Primes/Sec,"32,582 Thousand Strings/Sec","19,698 MBytes/Sec","325,868 KBytes/Sec","3,404 Frames/Sec","20,950 Million Matrices/Sec","3,070 MOps/Sec"
214,460,AMD EPYC 7301,"14,991",673,9.99,"$1,499.98*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7301&id=3427,NA,NA,NA,NA,NA,NA,NA,NA,"1,363 MOps/Sec"
215,461,AMD EPYC 7302,"32,936",181,58.03,$567.58,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7302&id=3650,"102,653 MOps/Sec","61,020 MOps/Sec",303 Million Primes/Sec,"53,670 Thousand Strings/Sec","31,220 MBytes/Sec","471,275 KBytes/Sec","3,088 Frames/Sec","28,771 Million Matrices/Sec","2,007 MOps/Sec"
216,462,AMD EPYC 7302P,"32,734",187,38.56,$849.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7302P&id=3610,"103,235 MOps/Sec","61,326 MOps/Sec",273 Million Primes/Sec,"52,600 Thousand Strings/Sec","31,054 MBytes/Sec","473,619 KBytes/Sec","3,019 Frames/Sec","29,917 Million Matrices/Sec","1,891 MOps/Sec"
217,463,AMD EPYC 7313,"40,605",131,35.26,"$1,151.55",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7313&id=4443,"150,642 MOps/Sec","82,137 MOps/Sec",314 Million Primes/Sec,"61,355 Thousand Strings/Sec","33,650 MBytes/Sec","548,824 KBytes/Sec","4,161 Frames/Sec","33,957 Million Matrices/Sec","2,569 MOps/Sec"
218,464,AMD EPYC 7313P,"42,032",122,46.04,$913.00*,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7313P&id=4407,"147,592 MOps/Sec","83,046 MOps/Sec",337 Million Primes/Sec,"63,891 Thousand Strings/Sec","36,518 MBytes/Sec","546,116 KBytes/Sec","4,550 Frames/Sec","33,124 Million Matrices/Sec","2,739 MOps/Sec"
219,465,AMD EPYC 7343,"44,189",111,25.99,"$1,699.99*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7343&id=4388,"156,810 MOps/Sec","88,078 MOps/Sec",381 Million Primes/Sec,"70,467 Thousand Strings/Sec","36,911 MBytes/Sec","592,327 KBytes/Sec","5,132 Frames/Sec","36,616 Million Matrices/Sec","2,780 MOps/Sec"
220,466,AMD EPYC 7351,"23,566",353,36.31,$649.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7351&id=3411,"96,235 MOps/Sec","49,261 MOps/Sec",55 Million Primes/Sec,"46,682 Thousand Strings/Sec","27,596 MBytes/Sec","401,209 KBytes/Sec",922 Frames/Sec,"15,461 Million Matrices/Sec","1,821 MOps/Sec"
221,467,AMD EPYC 7351P,"25,706",302,85.69,$300.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7351P&id=3124,"94,720 MOps/Sec","50,308 MOps/Sec",136 Million Primes/Sec,"54,007 Thousand Strings/Sec","29,806 MBytes/Sec","410,420 KBytes/Sec","2,981 Frames/Sec","15,068 Million Matrices/Sec","1,797 MOps/Sec"
222,468,AMD EPYC 7352,"39,955",133,42.06,$949.95,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7352&id=4500,"148,336 MOps/Sec","87,801 MOps/Sec",295 Million Primes/Sec,"67,422 Thousand Strings/Sec","44,271 MBytes/Sec","665,193 KBytes/Sec","2,483 Frames/Sec","40,800 Million Matrices/Sec","1,968 MOps/Sec"
223,469,AMD EPYC 7371,"31,094",203,50.97,$609.99,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7371&id=3387,"120,471 MOps/Sec","62,833 MOps/Sec",157 Million Primes/Sec,"64,600 Thousand Strings/Sec","37,176 MBytes/Sec","500,546 KBytes/Sec","3,374 Frames/Sec","18,314 Million Matrices/Sec","2,377 MOps/Sec"
224,470,AMD EPYC 73F3,"46,085",103,11.62,"$3,966.35",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+73F3&id=4403,"172,728 MOps/Sec","91,602 MOps/Sec",321 Million Primes/Sec,"64,246 Thousand Strings/Sec","37,365 MBytes/Sec","605,754 KBytes/Sec","5,949 Frames/Sec","39,083 Million Matrices/Sec","2,878 MOps/Sec"
225,471,AMD EPYC 7401P,"28,282",246,141.42,$199.98,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7401P&id=3118,"129,919 MOps/Sec","67,906 MOps/Sec",84 Million Primes/Sec,"59,219 Thousand Strings/Sec","34,109 MBytes/Sec","516,804 KBytes/Sec","1,765 Frames/Sec","19,385 Million Matrices/Sec","1,698 MOps/Sec"
226,472,AMD EPYC 7402,"47,648",94,31.94,"$1,492.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7402&id=3713,"173,937 MOps/Sec","107,308 MOps/Sec",374 Million Primes/Sec,"89,917 Thousand Strings/Sec","50,470 MBytes/Sec","765,419 KBytes/Sec","4,764 Frames/Sec","49,090 Million Matrices/Sec","2,118 MOps/Sec"
227,473,AMD EPYC 7402P,"42,899",119,48.27,$888.76,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7402P&id=3591,"160,106 MOps/Sec","95,126 MOps/Sec",332 Million Primes/Sec,"75,527 Thousand Strings/Sec","48,393 MBytes/Sec","711,472 KBytes/Sec","3,945 Frames/Sec","43,165 Million Matrices/Sec","1,971 MOps/Sec"
228,474,AMD EPYC 7413,"50,223",79,25.14,"$1,997.99*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7413&id=4346,"215,718 MOps/Sec","118,333 MOps/Sec",385 Million Primes/Sec,"81,025 Thousand Strings/Sec","48,432 MBytes/Sec","709,928 KBytes/Sec","4,683 Frames/Sec","45,359 Million Matrices/Sec","2,365 MOps/Sec"
229,475,AMD EPYC 7443,"54,870",66,24.59,"$2,230.99*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7443&id=4708,"231,416 MOps/Sec","122,027 MOps/Sec",398 Million Primes/Sec,"85,520 Thousand Strings/Sec","58,528 MBytes/Sec","845,133 KBytes/Sec","4,821 Frames/Sec","46,706 Million Matrices/Sec","2,893 MOps/Sec"
230,476,AMD EPYC 7443P,"57,642",56,34.23,"$1,683.99*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7443P&id=4391,"235,399 MOps/Sec","131,089 MOps/Sec",410 Million Primes/Sec,"96,449 Thousand Strings/Sec","57,983 MBytes/Sec","826,895 KBytes/Sec","4,794 Frames/Sec","48,627 Million Matrices/Sec","2,953 MOps/Sec"
231,477,AMD EPYC 7451,"20,471",459,20.49,$999.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7451&id=3164,"140,771 MOps/Sec","72,469 MOps/Sec",24 Million Primes/Sec,"34,839 Thousand Strings/Sec","17,897 MBytes/Sec","550,322 KBytes/Sec",408 Frames/Sec,"22,653 Million Matrices/Sec","1,975 MOps/Sec"
232,478,AMD EPYC 7452,"48,379",89,35.86,"$1,349.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7452&id=3600,"208,659 MOps/Sec","123,660 MOps/Sec",277 Million Primes/Sec,"90,166 Thousand Strings/Sec","60,986 MBytes/Sec","877,747 KBytes/Sec","3,522 Frames/Sec","53,093 Million Matrices/Sec","1,999 MOps/Sec"
233,479,AMD EPYC 7453,"50,575",78,29.27,"$1,727.68",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7453&id=4663,"239,714 MOps/Sec","130,383 MOps/Sec",182 Million Primes/Sec,"83,090 Thousand Strings/Sec","62,071 MBytes/Sec","920,072 KBytes/Sec","2,747 Frames/Sec","50,308 Million Matrices/Sec","2,522 MOps/Sec"
234,481,AMD EPYC 74F3,"60,577",47,19.88,"$3,047.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+74F3&id=4560,"244,960 MOps/Sec","134,266 MOps/Sec",504 Million Primes/Sec,"94,273 Thousand Strings/Sec","55,933 MBytes/Sec","861,245 KBytes/Sec","7,055 Frames/Sec","52,971 Million Matrices/Sec","2,940 MOps/Sec"
235,482,AMD EPYC 7501,"24,925",318,6.89,"$3,616.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7501&id=3153,NA,NA,NA,NA,NA,NA,NA,NA,"1,925 MOps/Sec"
236,483,AMD EPYC 7502,"45,839",104,52.39,$875.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7502&id=3880,"212,821 MOps/Sec","125,675 MOps/Sec",265 Million Primes/Sec,"85,491 Thousand Strings/Sec","61,091 MBytes/Sec","865,775 KBytes/Sec","3,409 Frames/Sec","51,961 Million Matrices/Sec","1,931 MOps/Sec"
237,484,AMD EPYC 7502P,"49,887",81,29.35,"$1,699.96",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7502P&id=3538,"209,789 MOps/Sec","122,604 MOps/Sec",323 Million Primes/Sec,"97,327 Thousand Strings/Sec","60,121 MBytes/Sec","875,730 KBytes/Sec","4,049 Frames/Sec","53,709 Million Matrices/Sec","1,964 MOps/Sec"
238,485,AMD EPYC 7513,"59,988",50,21.12,"$2,840.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7513&id=4383,"278,639 MOps/Sec","153,894 MOps/Sec",391 Million Primes/Sec,"106,293 Thousand Strings/Sec","65,246 MBytes/Sec","940,852 KBytes/Sec","5,371 Frames/Sec","56,411 Million Matrices/Sec","2,467 MOps/Sec"
239,486,AMD EPYC 7532,"53,139",70,27.13,"$1,959.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7532&id=4482,"214,988 MOps/Sec","128,040 MOps/Sec",570 Million Primes/Sec,"103,925 Thousand Strings/Sec","63,050 MBytes/Sec","858,361 KBytes/Sec","6,860 Frames/Sec","48,883 Million Matrices/Sec","2,033 MOps/Sec"
240,487,AMD EPYC 7542,"52,034",75,40.09,"$1,298.06",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7542&id=3604,"218,369 MOps/Sec","132,110 MOps/Sec",269 Million Primes/Sec,"101,098 Thousand Strings/Sec","69,593 MBytes/Sec","956,734 KBytes/Sec","4,745 Frames/Sec","56,312 Million Matrices/Sec","2,205 MOps/Sec"
241,488,AMD EPYC 7543,"56,562",60,15.04,"$3,761.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7543&id=4404,"286,949 MOps/Sec","159,680 MOps/Sec",589 Million Primes/Sec,"75,713 Thousand Strings/Sec","67,489 MBytes/Sec","1,013,869 KBytes/Sec","5,033 Frames/Sec","62,789 Million Matrices/Sec","2,563 MOps/Sec"
242,489,AMD EPYC 7543P,"66,608",36,28.34,"$2,350.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7543P&id=4508,"303,354 MOps/Sec","164,790 MOps/Sec",575 Million Primes/Sec,"110,667 Thousand Strings/Sec","68,843 MBytes/Sec","1,026,826 KBytes/Sec","7,322 Frames/Sec","62,396 Million Matrices/Sec","2,740 MOps/Sec"
243,490,AMD EPYC 7551,"21,600",419,36.74,$588.00,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7551&id=3089,"166,184 MOps/Sec","86,041 MOps/Sec",27 Million Primes/Sec,"32,421 Thousand Strings/Sec","20,999 MBytes/Sec","598,937 KBytes/Sec",452 Frames/Sec,"26,862 Million Matrices/Sec","1,738 MOps/Sec"
244,491,AMD EPYC 7551P,"39,349",135,106.81,$368.41,https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7551P&id=3215,"187,034 MOps/Sec","98,136 MOps/Sec",127 Million Primes/Sec,"86,211 Thousand Strings/Sec","53,082 MBytes/Sec","790,591 KBytes/Sec","3,033 Frames/Sec","29,859 Million Matrices/Sec","1,863 MOps/Sec"
245,492,AMD EPYC 7552,"51,104",76,28.74,"$1,778.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7552&id=3822,"319,289 MOps/Sec","191,683 MOps/Sec",214 Million Primes/Sec,"50,729 Thousand Strings/Sec","93,592 MBytes/Sec","1,263,317 KBytes/Sec","1,514 Frames/Sec","70,247 Million Matrices/Sec","2,175 MOps/Sec"
246,494,AMD EPYC 7573X,"70,868",27,14.28,"$4,962.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7573X&id=4959,"298,741 MOps/Sec","167,482 MOps/Sec",697 Million Primes/Sec,"138,682 Thousand Strings/Sec","77,592 MBytes/Sec","1,163,242 KBytes/Sec","13,452 Frames/Sec","60,210 Million Matrices/Sec","2,663 MOps/Sec"
247,495,AMD EPYC 75F3,"68,505",32,13.70,"$4,999.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+75F3&id=4416,"297,513 MOps/Sec","165,006 MOps/Sec",569 Million Primes/Sec,"111,999 Thousand Strings/Sec","65,418 MBytes/Sec","1,084,540 KBytes/Sec","7,871 Frames/Sec","69,960 Million Matrices/Sec","2,775 MOps/Sec"
248,496,AMD EPYC 7601,"42,244",121,29.54,"$1,429.99",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7601&id=3142,"176,445 MOps/Sec","93,584 MOps/Sec",158 Million Primes/Sec,"95,949 Thousand Strings/Sec","55,101 MBytes/Sec","764,777 KBytes/Sec","3,758 Frames/Sec","27,335 Million Matrices/Sec","1,941 MOps/Sec"
249,497,AMD EPYC 7642,"60,047",49,50.67,"$1,185.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7642&id=4336,"300,034 MOps/Sec","179,868 MOps/Sec",536 Million Primes/Sec,"122,973 Thousand Strings/Sec","85,309 MBytes/Sec","1,182,442 KBytes/Sec","5,996 Frames/Sec","69,076 Million Matrices/Sec","2,131 MOps/Sec"
250,498,AMD EPYC 7643,"76,455",20,16.80,"$4,550.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7643&id=4205,"392,728 MOps/Sec","227,215 MOps/Sec",624 Million Primes/Sec,"134,958 Thousand Strings/Sec","80,048 MBytes/Sec","1,276,763 KBytes/Sec","7,168 Frames/Sec","82,578 Million Matrices/Sec","2,695 MOps/Sec"
251,499,AMD EPYC 7662,"73,321",26,18.33,"$3,999.99*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7662&id=4251,"408,229 MOps/Sec","235,521 MOps/Sec",563 Million Primes/Sec,"174,920 Thousand Strings/Sec","112,202 MBytes/Sec","1,514,392 KBytes/Sec","6,656 Frames/Sec","84,527 Million Matrices/Sec","2,106 MOps/Sec"
252,500,AMD EPYC 7702,"69,872",29,68.98,"$1,013.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7702&id=3719,"391,477 MOps/Sec","222,195 MOps/Sec",514 Million Primes/Sec,"152,247 Thousand Strings/Sec","102,394 MBytes/Sec","1,445,463 KBytes/Sec","6,117 Frames/Sec","83,818 Million Matrices/Sec","2,086 MOps/Sec"
253,501,AMD EPYC 7702P,"62,670",41,33.02,"$1,898.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7702P&id=3555,"385,926 MOps/Sec","217,895 MOps/Sec",396 Million Primes/Sec,"130,103 Thousand Strings/Sec","98,496 MBytes/Sec","1,425,476 KBytes/Sec","3,673 Frames/Sec","86,745 Million Matrices/Sec","2,102 MOps/Sec"
254,502,AMD EPYC 7713,"83,473",13,25.30,"$3,299.99",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7713&id=4206,"523,430 MOps/Sec","272,061 MOps/Sec",625 Million Primes/Sec,"164,803 Thousand Strings/Sec","109,627 MBytes/Sec","1,500,072 KBytes/Sec","7,417 Frames/Sec","92,345 Million Matrices/Sec","2,726 MOps/Sec"
255,503,AMD EPYC 7713P,"83,439",14,21.67,"$3,850.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7713P&id=4714,"497,802 MOps/Sec","272,062 MOps/Sec",592 Million Primes/Sec,"164,106 Thousand Strings/Sec","118,383 MBytes/Sec","1,574,669 KBytes/Sec","7,490 Frames/Sec","85,146 Million Matrices/Sec","2,742 MOps/Sec"
256,504,AMD EPYC 7742,"68,121",34,32.47,"$2,098.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7742&id=3547,"418,258 MOps/Sec","238,793 MOps/Sec",465 Million Primes/Sec,"152,216 Thousand Strings/Sec","112,421 MBytes/Sec","1,573,686 KBytes/Sec","5,327 Frames/Sec","92,123 Million Matrices/Sec","2,154 MOps/Sec"
257,505,AMD EPYC 7763,"86,194",11,34.56,"$2,494.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7763&id=4207,"542,311 MOps/Sec","298,656 MOps/Sec",663 Million Primes/Sec,"179,882 Thousand Strings/Sec","123,865 MBytes/Sec","1,638,806 KBytes/Sec","7,837 Frames/Sec","99,650 Million Matrices/Sec","2,577 MOps/Sec"
258,506,AMD EPYC 7773X,"91,209",8,18.25,"$4,999.00",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7773X&id=4884,"538,238 MOps/Sec","303,101 MOps/Sec","1,294 Million Primes/Sec","202,025 Thousand Strings/Sec","130,770 MBytes/Sec","1,747,509 KBytes/Sec","16,605 Frames/Sec","97,402 Million Matrices/Sec","2,513 MOps/Sec"
259,510,AMD EPYC 7F32,"23,311",356,9.45,"$2,465.51*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7F32&id=3852,"62,979 MOps/Sec","37,272 MOps/Sec",166 Million Primes/Sec,"32,624 Thousand Strings/Sec","18,612 MBytes/Sec","289,472 KBytes/Sec","2,984 Frames/Sec","18,848 Million Matrices/Sec","2,443 MOps/Sec"
260,511,AMD EPYC 7F52,"41,023",127,13.23,"$3,100.00*",https://www.cpubenchmark.net/cpu.php?cpu=AMD+EPYC+7F52&id=3753,"127,268 MOps/Sec","74,717 MOps/Sec",311 Million Primes/Sec,"62,372 Thousand Strings/Sec","37,124 MBytes/Sec","578,849 KBytes/Sec","6,144 Frames/Sec","37,112 Million Matrices/Sec","2,444 MOps/Sec"
