,Unnamed: 0,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread
1914,3466,Intel Xeon E5420 @ 2.50GHz,"2,005",2634,8.02,$249.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5420+%40+2.50GHz&id=1233,"9,367 MOps/Sec","5,329 MOps/Sec",16 Million Primes/Sec,"5,605 Thousand Strings/Sec",489.4 MBytes/Sec,"43,076 KBytes/Sec",192 Frames/Sec,730 Million Matrices/Sec,"1,058 MOps/Sec"
1915,3467,Intel Xeon E5430 @ 2.66GHz,"2,233",2514,9.71,$229.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5430+%40+2.66GHz&id=1234,"10,213 MOps/Sec","5,813 MOps/Sec",19 Million Primes/Sec,"6,406 Thousand Strings/Sec",538.3 MBytes/Sec,"47,370 KBytes/Sec",244 Frames/Sec,812 Million Matrices/Sec,"1,158 MOps/Sec"
1916,3468,Intel Xeon E5440 @ 2.83GHz,"2,369",2421,62.36,$37.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5440+%40+2.83GHz&id=1235,"10,987 MOps/Sec","6,089 MOps/Sec",19 Million Primes/Sec,"6,539 Thousand Strings/Sec",593.3 MBytes/Sec,"49,761 KBytes/Sec",229 Frames/Sec,867 Million Matrices/Sec,"1,229 MOps/Sec"
1917,3469,Intel Xeon E5450 @ 3.00GHz,"2,544",2332,68.77,$36.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5450+%40+3.00GHz&id=1236,"11,762 MOps/Sec","6,716 MOps/Sec",20 Million Primes/Sec,"6,860 Thousand Strings/Sec",622.8 MBytes/Sec,"52,691 KBytes/Sec",240 Frames/Sec,951 Million Matrices/Sec,"1,272 MOps/Sec"
1918,3470,Intel Xeon E5462 @ 2.80GHz,"2,110",2575,9.33,$226.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5462+%40+2.80GHz&id=1237,"9,698 MOps/Sec","5,432 MOps/Sec",15 Million Primes/Sec,"6,027 Thousand Strings/Sec",524.8 MBytes/Sec,"43,560 KBytes/Sec",209 Frames/Sec,780 Million Matrices/Sec,"1,138 MOps/Sec"
1919,3471,Intel Xeon E5472 @ 3.00GHz,"2,286",2481,114.06,$20.04*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5472+%40+3.00GHz&id=1705,"10,082 MOps/Sec","6,300 MOps/Sec",17 Million Primes/Sec,"6,644 Thousand Strings/Sec",606.8 MBytes/Sec,"49,615 KBytes/Sec",241 Frames/Sec,792 Million Matrices/Sec,"1,211 MOps/Sec"
1920,3472,Intel Xeon E5502 @ 1.87GHz,837,3559,21.47,$39.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5502+%40+1.87GHz&id=1238,NA,NA,NA,NA,NA,NA,NA,NA,799 MOps/Sec
1921,3473,Intel Xeon E5503 @ 2.00GHz,804,3593,6.28,$128.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5503+%40+2.00GHz&id=1239,NA,NA,NA,NA,NA,NA,NA,NA,845 MOps/Sec
1922,3474,Intel Xeon E5504 @ 2.00GHz,"1,519",2962,52.39,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5504+%40+2.00GHz&id=1240,"5,050 MOps/Sec","3,481 MOps/Sec",12 Million Primes/Sec,"3,478 Thousand Strings/Sec",321.7 MBytes/Sec,"28,554 KBytes/Sec",151 Frames/Sec,"1,048 Million Matrices/Sec",825 MOps/Sec
1923,3475,Intel Xeon E5506 @ 2.13GHz,"1,967",2654,22.19,$88.63*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5506+%40+2.13GHz&id=1241,"8,164 MOps/Sec","4,799 MOps/Sec",13 Million Primes/Sec,"4,976 Thousand Strings/Sec",416.7 MBytes/Sec,"37,945 KBytes/Sec",223 Frames/Sec,"1,187 Million Matrices/Sec",943 MOps/Sec
1924,3476,Intel Xeon E5507 @ 2.27GHz,"1,928",2681,19.28,$100.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5507+%40+2.27GHz&id=1242,"8,886 MOps/Sec","5,223 MOps/Sec",15 Million Primes/Sec,"5,424 Thousand Strings/Sec",414.1 MBytes/Sec,"41,885 KBytes/Sec",244 Frames/Sec,"1,244 Million Matrices/Sec",997 MOps/Sec
1925,3477,Intel Xeon E5520 @ 2.27GHz,"2,517",2349,29.79,$84.49,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5520+%40+2.27GHz&id=1243,"13,329 MOps/Sec","5,798 MOps/Sec",21 Million Primes/Sec,"7,547 Thousand Strings/Sec",459.2 MBytes/Sec,"56,007 KBytes/Sec",367 Frames/Sec,"1,457 Million Matrices/Sec","1,067 MOps/Sec"
1926,3478,Intel Xeon E5530 @ 2.40GHz,"2,676",2277,89.23,$29.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5530+%40+2.40GHz&id=1244,"13,937 MOps/Sec","5,945 MOps/Sec",21 Million Primes/Sec,"7,976 Thousand Strings/Sec",496.1 MBytes/Sec,"58,558 KBytes/Sec",358 Frames/Sec,"1,620 Million Matrices/Sec","1,148 MOps/Sec"
1927,3479,Intel Xeon E5540 @ 2.53GHz,"2,738",2247,30.79,$88.93,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5540+%40+2.53GHz&id=1245,"15,219 MOps/Sec","6,496 MOps/Sec",20 Million Primes/Sec,"8,073 Thousand Strings/Sec",506.9 MBytes/Sec,"62,190 KBytes/Sec",335 Frames/Sec,"1,692 Million Matrices/Sec","1,200 MOps/Sec"
1928,3480,Intel Xeon E5603 @ 1.60GHz,"1,935",2676,21.74,$89.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5603+%40+1.60GHz&id=1246,NA,NA,NA,NA,NA,NA,NA,NA,712 MOps/Sec
1929,3481,Intel Xeon E5606 @ 2.13GHz,"2,365",2426,81.54,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5606+%40+2.13GHz&id=1247,"7,702 MOps/Sec","4,545 MOps/Sec",18 Million Primes/Sec,"4,938 Thousand Strings/Sec",720.6 MBytes/Sec,"37,136 KBytes/Sec",260 Frames/Sec,"1,124 Million Matrices/Sec",942 MOps/Sec
1930,3482,Intel Xeon E5607 @ 2.27GHz,"2,686",2273,77.02,$34.88,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5607+%40+2.27GHz&id=1248,"8,720 MOps/Sec","5,295 MOps/Sec",20 Million Primes/Sec,"5,549 Thousand Strings/Sec",811.7 MBytes/Sec,"42,341 KBytes/Sec",313 Frames/Sec,"1,279 Million Matrices/Sec","1,002 MOps/Sec"
1931,3483,Intel Xeon E5620 @ 2.40GHz,"3,502",1943,120.77,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5620+%40+2.40GHz&id=1249,"13,558 MOps/Sec","5,796 MOps/Sec",23 Million Primes/Sec,"7,711 Thousand Strings/Sec","1,306 MBytes/Sec","57,149 KBytes/Sec",370 Frames/Sec,"1,470 Million Matrices/Sec","1,085 MOps/Sec"
1932,3484,Intel Xeon E5630 @ 2.53GHz,"3,754",1869,24.38,$154.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5630+%40+2.53GHz&id=1250,"14,543 MOps/Sec","6,148 MOps/Sec",24 Million Primes/Sec,"8,036 Thousand Strings/Sec","1,403 MBytes/Sec","60,343 KBytes/Sec",384 Frames/Sec,"1,580 Million Matrices/Sec","1,180 MOps/Sec"
1933,3485,Intel Xeon E5640 @ 2.67GHz,"3,842",1843,132.47,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5640+%40+2.67GHz&id=1251,"14,931 MOps/Sec","6,388 MOps/Sec",24 Million Primes/Sec,"8,249 Thousand Strings/Sec","1,436 MBytes/Sec","60,247 KBytes/Sec",386 Frames/Sec,"1,543 Million Matrices/Sec","1,230 MOps/Sec"
1934,3486,Intel Xeon E5645 @ 2.40GHz,"4,929",1607,35.98,$137.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5645+%40+2.40GHz&id=1252,"19,697 MOps/Sec","8,599 MOps/Sec",27 Million Primes/Sec,"11,219 Thousand Strings/Sec","1,901 MBytes/Sec","84,136 KBytes/Sec",436 Frames/Sec,"2,132 Million Matrices/Sec","1,140 MOps/Sec"
1935,3487,Intel Xeon E5649 @ 2.53GHz,"5,265",1549,405.32,$12.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E5649+%40+2.53GHz&id=1253,"22,118 MOps/Sec","9,499 MOps/Sec",25 Million Primes/Sec,"12,250 Thousand Strings/Sec","2,037 MBytes/Sec","88,646 KBytes/Sec",393 Frames/Sec,"2,412 Million Matrices/Sec","1,234 MOps/Sec"
1936,3488,Intel Xeon E7- 2830 @ 2.13GHz,"2,027",2622,1.14,"$1,779.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E7-+2830+%40+2.13GHz&id=3160,NA,NA,NA,NA,NA,NA,NA,NA,559 MOps/Sec
1937,3489,Intel Xeon E7-8880 v3 @ 2.30GHz,"18,244",541,137.17,$133.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E7-8880+v3+%40+2.30GHz&id=2831,"85,483 MOps/Sec","42,650 MOps/Sec",58 Million Primes/Sec,"48,360 Thousand Strings/Sec","6,441 MBytes/Sec","349,366 KBytes/Sec",625 Frames/Sec,"20,757 Million Matrices/Sec","1,612 MOps/Sec"
1938,3490,Intel Xeon E7-8891 v3 @ 2.80GHz,"21,615",417,3.16,"$6,841.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+E7-8891+v3+%40+2.80GHz&id=5181,"72,163 MOps/Sec","51,570 MOps/Sec",202 Million Primes/Sec,"46,685 Thousand Strings/Sec","6,279 MBytes/Sec","337,691 KBytes/Sec","2,669 Frames/Sec","29,226 Million Matrices/Sec","1,715 MOps/Sec"
1939,3492,Intel Xeon Gold 5115 @ 2.40GHz,"14,649",691,21.70,$675.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5115+%40+2.40GHz&id=3185,"50,378 MOps/Sec","29,466 MOps/Sec",67 Million Primes/Sec,"29,293 Thousand Strings/Sec","5,887 MBytes/Sec","227,013 KBytes/Sec",941 Frames/Sec,"11,626 Million Matrices/Sec","1,841 MOps/Sec"
1940,3494,Intel Xeon Gold 5118 @ 2.30GHz,"16,618",606,37.02,$448.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5118+%40+2.30GHz&id=3148,"57,614 MOps/Sec","35,911 MOps/Sec",74 Million Primes/Sec,"33,259 Thousand Strings/Sec","6,227 MBytes/Sec","256,184 KBytes/Sec","1,217 Frames/Sec","15,759 Million Matrices/Sec","1,808 MOps/Sec"
1941,3495,Intel Xeon Gold 5120 @ 2.20GHz,"17,686",563,11.33,"$1,561.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5120+%40+2.20GHz&id=3154,"64,274 MOps/Sec","40,393 MOps/Sec",80 Million Primes/Sec,"35,807 Thousand Strings/Sec","6,909 MBytes/Sec","278,680 KBytes/Sec","1,279 Frames/Sec","17,697 Million Matrices/Sec","1,847 MOps/Sec"
1942,3496,Intel Xeon Gold 5120T @ 2.20GHz,"18,127",546,10.50,"$1,727.00*",https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5120T+%40+2.20GHz&id=3229,"64,755 MOps/Sec","40,750 MOps/Sec",80 Million Primes/Sec,"37,061 Thousand Strings/Sec","7,117 MBytes/Sec","291,859 KBytes/Sec","1,151 Frames/Sec","17,682 Million Matrices/Sec","1,849 MOps/Sec"
1943,3497,Intel Xeon Gold 5122 @ 3.60GHz,"8,857",1022,22.20,$399.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Xeon+Gold+5122+%40+3.60GHz&id=3128,"25,672 MOps/Sec","16,038 MOps/Sec",47 Million Primes/Sec,"14,330 Thousand Strings/Sec","2,805 MBytes/Sec","112,488 KBytes/Sec",803 Frames/Sec,"9,589 Million Matrices/Sec","2,167 MOps/Sec"
